5840|1|448|
5276|1|405|
5764|1|478|
5202|1|443|
6357|1|503|
6357|1|498|
5450|1|477|
6108|1|550|
5571|1|452|
5679|1|334|
6251|1|402|
6628|1|428|
5726|1|396|
5817|1|392|
5895|1|465|
5946|1|478|
5768|1|474|
5717|1|327|
6425|1|432|
5902|1|399|
6287|1|423|
5653|1|438|
5245|1|500|
5594|1|473|
5774|1|438|
5242|1|365|
6797|1|601|
5284|1|332|
6901|2|554|
6160|1|521|
5734|1|502|
6085|1|424|
6324|1|488|
6228|1|477|
5859|1|344|
5662|1|400|
5908|1|370|
5574|1|360|
6179|1|430|
5889|1|482|
6461|1|479|
5773|1|468|
5963|1|417|
6090|1|489|
5846|1|479|
5663|1|402|
6069|1|515|
5730|1|491|
5638|1|472|
6285|1|566|
6440|1|601|
6209|1|478|
6240|1|490|
5603|2|446|
5523|1|347|
6938|1|504|
6436|2|422|
5952|1|479|
5805|1|487|
5712|1|470|
5647|1|383|
5354|1|428|
6103|1|461|
6235|1|507|
5060|1|388|
5671|1|545|
6548|1|463|
6651|1|596|
6270|1|521|
6160|1|425|
6065|1|502|
5460|1|379|
6535|1|514|
5352|1|421|
5939|1|443|
5858|1|406|
5812|1|479|
6237|1|442|
6114|1|444|
5825|1|448|
5509|1|402|
5760|1|462|
6384|1|524|
5758|1|379|
6406|1|428|
5730|1|376|
6035|1|414|
5722|1|332|
5803|1|400|
6164|1|438|
4884|1|410|
5856|1|453|
6033|1|437|
6163|1|440|
5559|1|432|
7545|2|638|
5938|1|391|
5779|1|391|
6311|1|496|
6275|1|438|
5770|1|405|
6144|1|418|
6532|1|394|
6470|1|456|
6262|1|366|
6530|1|511|
6959|1|555|
5879|1|401|
7193|2|524|
6644|1|403|
7321|1|632|
6332|1|487|
6316|1|374|
5722|1|336|
5918|1|364|
5768|1|445|
6233|1|421|
5938|1|435|
6702|1|412|
6607|1|403|
6423|1|379|
6464|1|409|
6409|1|412|
6555|1|449|
6314|1|463|
6383|1|513|
6179|1|408|
5561|1|400|
6341|1|463|
6050|1|545|
4626|1|428|
6028|1|471|
6111|2|445|
5585|1|413|
6306|1|454|
6548|1|498|
6281|1|400|
6097|1|486|
5871|1|412|
5859|1|480|
5963|1|452|
6216|1|413|
5879|1|412|
5772|1|423|
6199|1|429|
5603|1|443|
5787|1|421|
5897|1|445|
6270|1|543|
6125|1|419|
6302|1|474|
6220|1|406|
6063|1|612|
5821|1|473|
6513|1|523|
5982|1|440|
5968|1|448|
6031|1|453|
5743|1|472|
5913|1|434|
5909|2|484|
6663|1|505|
5768|1|494|
6119|1|476|
6020|1|418|
5367|1|404|
5619|1|431|
6278|1|428|
5722|1|449|
5518|1|404|
7126|1|646|
6334|1|513|
6036|1|465|
6086|1|453|
6304|1|506|
5865|1|350|
5831|1|446|
6241|1|489|
5468|1|392|
6193|1|504|
6787|1|526|
5841|1|488|
5635|1|408|
5826|1|439|
6258|1|449|
5747|1|371|
6038|1|423|
6174|1|420|
6803|1|442|
5825|1|435|
5385|1|474|
5700|1|442|
5829|1|384|
5940|1|411|
5421|1|391|
5550|1|380|
6393|1|532|
5236|1|411|
5761|1|399|
6194|1|538|
6112|1|553|
5994|1|423|
6353|1|504|
6562|1|487|
5380|1|404|
5992|1|485|
6240|1|444|
5445|1|429|
6094|1|471|
5899|1|420|
5883|1|449|
5248|1|379|
5835|1|460|
5496|1|350|
5595|1|379|
5705|1|458|
5923|1|507|
6078|1|438|
6242|1|479|
6442|1|497|
5086|1|394|
6493|1|486|
6406|1|587|
5188|1|444|
5696|1|461|
5586|1|436|
5597|1|407|
7116|1|559|
6230|1|495|
4301|1|413|
5469|1|440|
6145|1|487|
5841|1|479|
5347|1|361|
5539|1|435|
5936|1|433|
5284|1|373|
6275|1|475|
6010|1|462|
5360|1|353|
5879|1|489|
6067|1|458|
5453|1|416|
5373|1|383|
6278|1|528|
5344|1|394|
5864|1|453|
6095|1|435|
6028|1|471|
5663|1|431|
5781|1|391|
6009|1|517|
5205|1|369|
6391|1|526|
5476|1|431|
5530|1|343|
6107|1|399|
5300|1|417|
5540|1|442|
5661|1|382|
5713|1|399|
6124|1|484|
5892|1|416|
5920|1|492|
5638|1|366|
6307|1|471|
6139|1|443|
6105|1|524|
6264|1|492|
5750|1|371|
6602|1|534|
5716|1|383|
6167|1|432|
5860|1|489|
6312|1|505|
6006|1|430|
6191|1|384|
6093|1|409|
5754|1|379|
5856|1|412|
6486|1|492|
5719|1|337|
6433|1|487|
6454|1|420|
6275|1|506|
6635|1|430|
6160|1|394|
6123|1|471|
6263|1|556|
6605|1|508|
6062|1|444|
5990|1|337|
7099|1|428|
6992|1|425|
7091|1|328|
6419|1|371|
6836|1|422|
6379|1|329|
5645|1|410|
7199|1|511|
6827|1|455|
6617|1|411|
6160|1|440|
6852|1|373|
6251|1|346|
6431|1|334|
6742|1|416|
7165|1|501|
6619|1|524|
