@RELATION ball
 
@ATTRIBUTE whitepixels NUMERIC
@ATTRIBUTE blobcount NUMERIC
@ATTRIBUTE cornercount NUMERIC
@ATTRIBUTE class {ball, empty, error}
 
@DATA
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
552,0,136,empty
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
392,0,130,error
